Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação,
Prefeito,AL,POCO DAS TRINCHEIRAS,PL,22,JOSÉ GILDO RODRIGUES SILVA,"3,271",Não eleito,47.634,PTB / PL,
Prefeito,AL,POCO DAS TRINCHEIRAS,PSDB,45,MARIA APARECIDA FERREIRA RODRIGUES SILVA,"3,596",Eleito,52.366,PSB / PRP / PSDB,
Prefeito,AL,PORTO REAL DO COLEGIO,PP,11,JOSÉ REIS DO NASCIMENTO,"4,664",Não eleito,47.856,PP / PDT / PL / PT / PSL / PSB,
Prefeito,AL,MONTEIROPOLIS,PSB,40,JOSE AILTON NOGUEIRA MOTA,"2,353",Eleito,61.597,PT / PTB / PL / PTC / PSB / PRP,
Prefeito,AL,MONTEIROPOLIS,PPS,23,RUZIMAR SANTOS DE MOURA,"1,467",Não eleito,38.403,PP / PMDB / PPS / PMN,
Prefeito,AL,MATRIZ DE CAMARAGIBE,PTB,14,MANUEL ALMEIDA PINTO,262,Não eleito,2.466,PTB / PSL,
Prefeito,AL,MATRIZ DE CAMARAGIBE,PMDB,15,MARCOS PAULO DO NASCIMENTO,"6,952",Eleito,65.424,PDT / PMDB / PPS / PFL / PMN / PV / PRP / PSDB / PC do B,
Prefeito,AL,MATRIZ DE CAMARAGIBE,PSB,40,MARIO JORGE DE MELO,"3,291",Não eleito,30.971,PSC / PL / PSDC / PSB,
Prefeito,AL,MATRIZ DE CAMARAGIBE,PT,13,RUBEM CAETANO DA SILVA,121,Não eleito,1.139,PT / PRONA,
Prefeito,AL,MAJOR ISIDORO,PFL,25,ANTÔNIO GUEDES DO AMARAL JÚNIOR,"4,046",Não eleito,42.779,PP / PDT / PSC / PFL / PRP / PSDB,
Prefeito,AL,MAJOR ISIDORO,PTN,19,EDVILSON FERREIRA NERI,106,Não eleito,1.121,(sem coligação),
Prefeito,AL,MAJOR ISIDORO,PSDC,27,JOÃO TENÓRIO DE ALMEIDA,792,Não eleito,8.374,PTB / PSDC,
Prefeito,AL,MAJOR ISIDORO,PT,13,JOSÉ PEDRO DOS SANTOS VIEIRA COSTA,"4,320",Eleito,45.676,PT / PMDB / PL / PHS / PMN / PTC / PC do B,
Prefeito,AL,MAJOR ISIDORO,PSB,40,MARIA NEUSA MORAIS AMARAL,194,Não eleito,2.051,PSB / PV / PT do B,
Prefeito,AL,OLHO D AGUA DAS FLORES,PPS,23,CARLOS ANDRÉ PAES BARRETO DOS ANJOS,"5,674",Eleito,58.828,PP / PDT / PSC / PL / PPS / PFL / PSB / PV / PRP,
Prefeito,AL,OLHO D AGUA DAS FLORES,PT,13,CLAUDEVAN FERREIRA ROCHA,60,Não eleito,0.622,(sem coligação),
Prefeito,AL,OLHO D AGUA DAS FLORES,PT do B,70,GERALDO AMORIM SILVA,24,Não eleito,0.249,(sem coligação),
Prefeito,AL,OLHO D AGUA DAS FLORES,PTB,14,GLAUCIA MELO CARVALHO QUINTELA,"3,887",Não eleito,40.301,PTB / PSL / PSDB,
Prefeito,AL,PALMEIRA DOS INDIOS,PTB,14,ALBERICO CORDEIRO DA SILVA,"16,389",Eleito,49.481,PT / PTB / PTN / PTC,
Prefeito,AL,PALMEIRA DOS INDIOS,PRTB,28,FELICIANO DOMINGOS DA SILVA,113,Não eleito,0.341,(sem coligação),
Prefeito,AL,PALMEIRA DOS INDIOS,PSDB,45,JAMES SAMPAIO CALADO MONTEIRO,"13,744",Não eleito,41.495,PDT / PMDB / PSL / PPS / PFL / PV / PSDB / PRONA / PC do B,
Prefeito,AL,PALMEIRA DOS INDIOS,PP,11,MARIA VERONICA COSTA MEDEIROS,"2,785",Não eleito,8.408,PP / PSC / PAN / PSDC / PHS / PSB / PRP / PT do B,
Prefeito,AL,PALMEIRA DOS INDIOS,PSTU,16,RENATO SIMPLICIO DE CARVALHO NASCIMENTO,91,Não eleito,0.275,(sem coligação),
Prefeito,AL,PARICONHA,PT,13,ALVONI FEITOSA DA SILVA,279,Não eleito,5.24,(sem coligação),
Prefeito,AL,PARICONHA,PMDB,15,ANTONIO FEITOSA DOS SANTOS,"2,244",Não eleito,42.149,PMDB / PSB / PTB / PFL,
Prefeito,AL,PARICONHA,PP,11,MOACIR VIEIRA DA SILVA,"2,801",Eleito,52.611,PP / PPS,
Prefeito,AL,PASSO DE CAMARAGIBE,PSB,40,CYRIDIÃO DURVAL PEIXOTO,"1,611",Não eleito,21.886,PMDB / PFL / PSB / PV / PSDB,
Prefeito,AL,PASSO DE CAMARAGIBE,PP,11,EDVANIA FARIAS QUIRINO COSTA,"2,607",Não eleito,35.416,PP / PRONA / PC do B,
Prefeito,AL,PASSO DE CAMARAGIBE,PRTB,28,ERALDO FIRMINO DE OLIVEIRA,182,Não eleito,2.472,PAN / PRTB,
Prefeito,AL,PASSO DE CAMARAGIBE,PTB,14,MARCIA COUTINHO NOGUEIRA DE ALBUQUERQUE,"2,961",Eleito,40.226,PTB / PSL / PSC / PMN / PRP / PT do B,
Prefeito,AL,PENEDO,PSDB,45,JOSÉ GOIS MACHADO,"8,566",Não eleito,33.292,PSDB / PTB / PP / PFL,
Prefeito,AL,PENEDO,PSB,40,MARCIUS BELTRÃO SIQUEIRA,"11,563",Eleito,44.94,PSB / PMDB / PSL / PT do B / PRONA,
Prefeito,AL,PENEDO,PL,22,MOACYR LOPES DE ANDRADE,"5,601",Não eleito,21.768,PL / PT / PPS / PC do B / PRP / PRTB / PTN / PAN,
Prefeito,AL,PILAR,PTB,14,ACÁCIO SERAFIM SOBRINHO,"3,571",Não eleito,21.283,PT / PTB / PPS / PMN,
Prefeito,AL,PILAR,PSB,40,AFRÂNIO JORGE OMENA DA SILVA,"2,423",Não eleito,14.441,PSB / PV,
Prefeito,AL,PILAR,PSDB,45,MARÇAL PRADO DE MORAES BERNADO,"10,785",Eleito,64.277,PMDB / PFL / PHS / PSDB / PT do B,
Prefeito,AL,PORTO CALVO,PMDB,15,CARLOS EURICO LEÃO E LIMA,"8,607",Eleito,63.544,PMDB / PPS / PMN / PSB / PV / PRONA / PT do B,
Prefeito,AL,PORTO CALVO,PC do B,65,CARLOS ROBERTO LINS BARBOSA,53,Não eleito,0.391,(sem coligação),
Prefeito,AL,PORTO CALVO,PTB,14,ORMINDO DE MENDONÇA UCHÔA,"4,885",Não eleito,36.065,PT / PTB / PSL / PTN / PSC / PAN / PSDC / PHS,
Prefeito,AL,PORTO REAL DO COLEGIO,PMDB,15,ERALDO CAVALCANTE SILVA,"5,009",Eleito,51.395,PTB / PMDB / PAN / PSDB / PRONA,
Prefeito,AL,PORTO REAL DO COLEGIO,PRTB,28,HUMBERTO COSTA DANTAS,73,Não eleito,0.749,PRTB / PMN,
Prefeito,AL,SAO LUIS DO QUITUNDE,PRP,44,FERNANDO ANTONIO QUEIROZ DA SILVA,"1,305",Não eleito,9.369,PT / PSL / PAN / PRP / PT do B,
Prefeito,AL,SAO LUIS DO QUITUNDE,PRTB,28,SANDRA MARIA DE SOUZA,6,Não eleito,0.043,(sem coligação),
Prefeito,AL,SAO LUIS DO QUITUNDE,PTB,14,VIVIANA CORREIA BRAGA,"4,926",Não eleito,35.365,PP / PTB / PMDB / PSC / PL / PHS / PSDB,
Prefeito,AL,SAO MIGUEL DOS MILAGRES,PL,22,ISABEL CRISTINA SOUZA CHAVES,"1,734",Não eleito,43.81,PT / PL / PPS / PMN / PRP / PT do B,
Prefeito,AL,SAO MIGUEL DOS MILAGRES,PSDB,45,VERALDINO APOLINÁRIO DOS SANTOS,"2,224",Eleito,56.19,PP / PDT / PFL / PSB / PSDB,
Prefeito,AL,SATUBA,PL,22,CÍCERA PEREIRA DA SILVA,"2,649",Eleito,41.32,PTB / PSL / PL / PRP / PT do B,
Prefeito,AL,SATUBA,PSTU,16,CÍCERO ALDEMIR MACHADO DA SILVA,346,Não eleito,5.397,(sem coligação),
Prefeito,AL,SATUBA,PSDB,45,IVAN DA COSTA BRITO,625,Não eleito,9.749,PMDB / PFL / PSB / PSDB,
Prefeito,AL,SATUBA,PRTB,28,JOSÉ EVERALDO DE ANDRADE SILVA,333,Não eleito,5.194,(sem coligação),
Prefeito,AL,SATUBA,PMN,33,JOSÉ ZEZITO COSTA,"2,458",Não eleito,38.34,PP / PPS / PAN / PMN / PC do B,
Prefeito,AL,SAO BRAS,PSDB,45,REGINALDO MATIAS DA SILVA,"2,213",Eleito,54.187,PTB / PTN / PSDB,
Prefeito,AL,SAO BRAS,PPS,23,ROGERIO GONZAGA DE OLIVEIRA,"1,871",Não eleito,45.813,PP / PT / PPS / PFL / PSB,
Prefeito,AL,SAO JOSE DA TAPERA,PPS,23,ARANILDO DE VASCONCELOS ELISIÁRIO,443,Não eleito,3.677,PL / PPS / PHS / PC do B,
Prefeito,AL,SAO JOSE DA TAPERA,PP,11,HERMES DOS ANJOS MAIA,"4,530",Não eleito,37.6,(sem coligação),
Prefeito,AL,SAO JOSE DA TAPERA,PMDB,15,JAIRO LUIZ DE SOUZA PERETE,376,Não eleito,3.121,(sem coligação),
Prefeito,AL,SAO JOSE DA TAPERA,PSDB,45,JOSÉ ANTONIO CAVALCANTE,"5,301",Eleito,43.999,PTB / PSL / PMN / PV / PSDB,
Prefeito,AL,SAO JOSE DA TAPERA,PSB,40,SUELINGTON PINTO FONTES,"1,398",Não eleito,11.604,PT / PSB,
Prefeito,AL,SANTANA DO IPANEMA,PHS,31,CLERISVALDO BRAGA DAS CHAGAS,181,Não eleito,0.891,(sem coligação),
Prefeito,AL,SANTANA DO IPANEMA,PV,43,MARCOS DAVI SANTOS,"6,104",Não eleito,30.053,PV / PP / PSDC / PRONA / PL / PC do B / PMDB / PSL / PTN / PT do B,
Prefeito,AL,SANTANA DO IPANEMA,PPS,23,NENOI PINTO ARAÚJO,61,Não eleito,0.3,(sem coligação),
Prefeito,AL,SANTANA DO IPANEMA,PSDB,45,PAULO FERREIRA DE ANDRADE,"6,527",Não eleito,32.135,PSDB / PSB / PFL / PRP,
Prefeito,AL,SANTANA DO IPANEMA,PTB,14,RENILDE SILVA BULHÕES BARROS,"7,438",Eleito,36.621,PTB / PMN / PRTB / PT / PDT / PTC,
Prefeito,AL,TANQUE D ARCA,PT do B,70,DAMIÃO DA SILVA SANTOS,674,Não eleito,20.283,PT / PT do B,
Prefeito,AL,TANQUE D ARCA,PSB,40,JOSÉ APARECIDO PEREIRA DA SILVA,329,Não eleito,9.901,(sem coligação),
Prefeito,AL,TANQUE D ARCA,PSDB,45,MANUEL VALENTE DE LIMA NETO,"1,188",Eleito,35.751,PMDB / PRP / PSDB,
Prefeito,AL,TANQUE D ARCA,PPS,23,RONEY TADEU VALENÇA SILVA,"1,132",Não eleito,34.066,PTB / PSL / PPS,
Prefeito,AL,TRAIPU,PRTB,28,CARLOS ANDRE CANUTO DE ARAUJO,103,Não eleito,0.807,(sem coligação),
Prefeito,AL,TRAIPU,PSDB,45,MARCOS ANTONIO DOS SANTOS,"7,199",Eleito,56.401,PTB / PSC / PL / PPS / PTC / PRP / PSDB,
Prefeito,AL,TRAIPU,PSB,40,ROSA MARIA TENORIO NETO,"5,462",Não eleito,42.792,PP / PDT / PT / PMDB / PFL / PSB / PV / PRONA,
Prefeito,AL,SAO SEBASTIAO,PDT,12,JOSE ELITON ALVES DA SILVA,55,Não eleito,0.34,(sem coligação),
Prefeito,AL,SAO SEBASTIAO,PP,11,JOSE PACHECO FILHO,"10,188",Eleito,62.998,PP / PT / PTN / PFL / PMN / PSB / PSDB / PRONA,
Prefeito,AL,SAO SEBASTIAO,PL,22,MANOEL SERTORIO QUEIROZ FERRO,"5,929",Não eleito,36.662,PMDB / PL,
Prefeito,AL,SANTANA DO MUNDAU,PL,22,ANTONIO DUARTE RAMOS FILHO,"2,125",Não eleito,42.356,PL / PMN / PSDB / PRONA,
Prefeito,AL,SANTANA DO MUNDAU,PTB,14,ELOI DA SILVA,"2,703",Eleito,53.877,PT / PTB / PSL / PSC / PSB / PRP,
Prefeito,AL,SANTANA DO MUNDAU,PMDB,15,IVAN FERREIRA DO NASCIMENTO,189,Não eleito,3.767,PP / PDT / PMDB / PFL,
Prefeito,AL,SANTA LUZIA DO NORTE,PSDB,45,DARIO JOAO DE MENDONÇA BERNARDES,"1,072",Não eleito,26.489,PV / PRP / PSDB,
Prefeito,AL,SANTA LUZIA DO NORTE,PTB,14,DERALDO ROMÃO DE LIMA,"1,282",Eleito,31.678,PTB / PSL / PTN / PPS,
Prefeito,AL,SANTA LUZIA DO NORTE,PSB,40,HERMINIA TAVARES DA SILVA,"1,278",Não eleito,31.579,PTC / PSB,
Prefeito,AL,SANTA LUZIA DO NORTE,PT,13,JOÃO PEREIRA DA SILVA,415,Não eleito,10.255,PT / PMDB,
Prefeito,AL,SENADOR RUI PALMEIRA,PMDB,15,JOSÉ RONIVO VAZ,"1,882",Não eleito,37.512,PMDB / PFL,
Prefeito,AL,SENADOR RUI PALMEIRA,PSB,40,SILOÉ DE OLIVEIRA MOURA,"3,135",Eleito,62.488,PP / PTB / PMN / PSB,
Prefeito,AL,UNIAO DOS PALMARES,PT,13,EMANUEL PAULO DA SILVA,"6,722",Não eleito,27.39,PT / PSB / PV,
Prefeito,AL,UNIAO DOS PALMARES,PTB,14,JOSÉ CARRILHO PEDROSA,"10,697",Eleito,43.587,PDT / PTB / PSL / PTN / PSC / PFL / PAN / PMN / PTC / PRP / PSDB / PT do B,
Prefeito,AL,VICOSA,PL,22,FLÁVIUS FLAUBERT PIMENTEL TORRES,"6,138",Não eleito,45.575,PMDB / PL / PSDB / PC do B,
Prefeito,AL,VICOSA,PP,11,MARCOS ANTONIO RODRIGUES VASCONCELOS,212,Não eleito,1.574,(sem coligação),
Prefeito,AL,VICOSA,PSB,40,PÉRICLES VASCONCELOS BRANDÃO DE ALMEIDA,"6,358",Eleito,47.208,PT / PTB / PTN / PPS / PFL / PSB / PV / PRONA / PT do B,
Prefeito,AL,VICOSA,PMN,33,PETRUCIO JOSE VEIGA WANDERLEY,760,Não eleito,5.643,(sem coligação),
Prefeito,AL,ROTEIRO,PTB,14,FABIO CESAR JATOBA,905,Não eleito,27.642,PTB / PSL / PSB / PSDB,
Prefeito,AL,ROTEIRO,PT do B,70,JOSE EDSON ALVES DE LIMA,855,Não eleito,26.115,PT / PMN / PT do B,
Prefeito,AL,ROTEIRO,PMDB,15,WLADIMIR CHAVES DE BRITO,"1,514",Eleito,46.243,PMDB / PSC,
Prefeito,AL,SAO JOSE DA LAJE,PSL,17,MÁRCIO JOSÉ DA FONSECA LYRA,"5,027",Não eleito,48.953,PP / PT / PSL / PL / PSB / PSDB,
Prefeito,AL,SAO JOSE DA LAJE,PPS,23,PAULO ROBERTO PEREIRA DE ARAÚJO,"5,242",Eleito,51.047,PTB / PMDB / PSC / PPS / PFL / PRTB / PMN / PV / PT do B,
Prefeito,AL,SAO MIGUEL DOS CAMPOS,PSB,40,GEORGE CLEMENTE VIEIRA,"9,049",Não eleito,36.228,PTB / PSL / PAN / PSB / PRONA / PT do B,
Prefeito,AL,SAO MIGUEL DOS CAMPOS,PMDB,15,ROSIANE DOS SANTOS,"15,929",Eleito,63.772,PP / PDT / PT / PMDB / PL / PPS / PFL / PV / PRP / PSDB,
Prefeito,AL,UNIAO DOS PALMARES,PP,11,JOSÉ IRAN MENEZES DA SILVA,"7,123",Não eleito,29.024,PP / PMDB / PL / PPS / PRTB / PHS / PRONA / PC do B,
Prefeito,AL,SENADOR TEOTONIO VILELA,PSDB,45,JOÃO JOSÉ PEREIRA FILHO,"12,265",Eleito,65.504,PSDB / PSB / PP / PL / PTC / PAN,
Prefeito,AL,SENADOR TEOTONIO VILELA,PMN,33,JOSÉ GOMES DOS SANTOS,"6,459",Não eleito,34.496,PDT / PT / PTB / PMDB / PPS / PFL / PRTB / PMN,
Prefeito,AL,TAQUARANA,PSB,40,ALAY CORREIA DE AMORIM,"4,817",Eleito,53.398,PPS / PSB / PRP / PT do B,
Prefeito,AL,TAQUARANA,PL,22,ANTONIO PEREIRA NUNES,"3,766",Não eleito,41.747,PL / PSDB / PTB / PMN,
Prefeito,AL,TAQUARANA,PP,11,CREUZA AMÁLIA DA COSTA BEZERRA,438,Não eleito,4.855,PP / PMDB,
Prefeito,AL,RIO LARGO,PP,11,GILBERTO GONÇALVES DA SILVA,"12,069",Não eleito,34.556,PP / PT / PTB / PSL / PSC / PRTB / PMN / PTC / PC do B / PT do B,
Prefeito,AL,RIO LARGO,PL,22,MARIO ALGUSTO VILAR TORRES,"4,115",Não eleito,11.782,PL / PSDC / PHS / PRP / PSDB,
Prefeito,AL,RIO LARGO,PMDB,15,VÂNIA OITICICA PINTO GUEDES DE PAIVA,"18,742",Eleito,53.662,PDT / PMDB / PTN / PPS / PFL / PSB / PV,
Prefeito,AL,SAO LUIS DO QUITUNDE,PDT,12,CÍCERO CAVALCANTI DE ARAÚJO,"7,692",Eleito,55.223,PDT / PPS / PFL / PTC / PSB / PRONA / PC do B,
Prefeito,AM,ALVARAES,PSDB,45,DELMIRO BARBOSA DE LIMA,"2,367",Eleito,46.43,PTB / PTN / PSC / PFL / PHS / PSDB,
Prefeito,AM,APUI,PPS,23,ANTONIO ROQUE LONGO,"2,548",Eleito,51.516,PPS / PSDC / PMDB / PSDB / PFL / PL / PP / PT,
Prefeito,AM,APUI,PTB,14,JOSÉ CARLOS RIBEIRO,"2,398",Não eleito,48.484,PTB / PDT / PSC / PRTB / PC do B,
Prefeito,AM,AUTAZES,PPS,23,JOSE THOME FILHO,"6,869",Eleito,57.318,PTB / PSC / PPS / PFL / PSDC / PTC / PC do B / PT do B,
Prefeito,AM,AUTAZES,PL,22,RAIMUNDO WANDERLAN PENALBER SAMPAIO,"5,115",Não eleito,42.682,PDT / PT / PMDB / PSL / PL / PRTB / PSB / PRP / PSDB,
Prefeito,AM,BARREIRINHA,PDT,12,GERALDO SOARES DE MEDEIROS,245,Não eleito,2.406,PDT / PV,
Prefeito,AM,BARREIRINHA,PPS,23,GILVAN GERALDO DE AQUINO SEIXAS,"4,385",Eleito,43.062,PPS / PMDB / PSDB / PTB,
Prefeito,AM,BARREIRINHA,PFL,25,LUIZ ALBERTO VIEIRA MARQUES,"2,277",Não eleito,22.361,PFL / PP / PL / PC do B / PRTB,
Prefeito,AM,BARREIRINHA,PT,13,MECIAS PEREIRA BATISTA,"3,276",Não eleito,32.171,(sem coligação),
Prefeito,AM,ALVARAES,PRP,44,MÁRIO TOMÁS LITAIFF,"1,168",Não eleito,22.911,PMDB / PSL / PPS / PSDC / PRTB / PSB / PRP,
Prefeito,AM,ALVARAES,PL,22,RANOLFO LITAIFF BARBOSA,"1,563",Não eleito,30.659,PDT / PCB / PL / PAN / PMN / PV / PRONA,
Prefeito,AM,ANAMA,PL,22,ANTONIO ARAUJO COELHO,"1,903",Não eleito,44.4,PP / PT / PTB / PL / PSDC / PC do B,
Prefeito,AM,ANAMA,PMDB,23,LUIZ GUEDES BRANDAO,"2,383",Eleito,55.6,PMDB / PSC / PPS / PFL / PRTB / PHS / PTC / PSDB / PT do B,
Prefeito,AM,BERURI,PTB,14,ALCIMAR BEZERRA MORAES,"2,283",Eleito,44.8,PTB / PSDB / PDT / PMDB / PV,
Prefeito,AM,BERURI,PSB,40,JOÃO BATISTA PEREIRA PICANÇO,156,Não eleito,3.061,PSB / PC do B,
Prefeito,AM,BERURI,PFL,23,JOSÉ DOMINGOS DE OLIVEIRA,"2,133",Não eleito,41.856,PPS / PFL / PSL / PSC / PP,
Prefeito,AM,BERURI,PT,13,ODEMILSON LIMA MAGALHÃES,524,Não eleito,10.283,(sem coligação),
Prefeito,AM,ATALAIA DO NORTE,PPS,23,ROSARIO CONTE GALATE NETO,"1,567",Eleito,52.513,PTB / PMDB / PSL / PPS / PFL / PMN / PSB / PV,
Prefeito,AM,ATALAIA DO NORTE,PL,22,TONY SERGIO JEAN DE SALES,"1,417",Não eleito,47.487,PDT / PT / PCB / PL / PC do B,
Prefeito,AM,BARCELOS,PSDB,45,ALBERTA MARIA OLIVEIRA DE DEUS,"2,489",Eleito,50,PP / PRTB / PSDB,
Prefeito,AM,BARCELOS,PL,22,BIBIANO FERNANDES DA COSTA FILHO,196,Não eleito,3.937,(sem coligação),
Prefeito,AM,BARCELOS,PMDB,15,VALDECI RAPOSO E SILVA,"2,293",Não eleito,46.063,PDT / PT / PTB / PMDB / PSL / PC do B,
Prefeito,AM,BENJAMIN CONSTANT,PSDB,45,CARLOS JORGE ATAÍDE DE OLIVEIRA,"3,767",Não eleito,38.947,PDT / PT / PTB / PMDB / PSL / PSC / PPS / PFL / PAN / PSDC / PCO / PHS / PMN / PRP / PSDB / PRONA,
Prefeito,AM,BENJAMIN CONSTANT,PP,11,JOSÉ MARIA FREITAS DA SILVA JÚNIOR,"5,905",Eleito,61.053,PP / PCB / PL / PRTB / PSB / PV / PC do B,
Prefeito,AM,AMATURA,PMDB,15,LUIZ PEREIRA,"1,645",Eleito,59.927,PP / PTB / PMDB / PSC / PFL / PHS / PTC / PSDB,
Prefeito,AM,AMATURA,PPS,23,ORLANDO DA SILVA CORADO,"1,100",Não eleito,40.073,PDT / PT / PL / PPS / PSDC,
Prefeito,AM,ANORI,PRTB,28,ARISTHEU ALBERTO BRANDÃO,"2,040",Não eleito,35.802,PP / PDT / PRTB / PSDB,
Prefeito,AM,ANORI,PPS,23,ERNESTO GOMES DA ROCHA,"2,553",Eleito,44.805,PT / PSL / PPS / PSDC / PRP,
Prefeito,AM,ANORI,PTB,14,SILETA DA ROCHA LIMA,"1,105",Não eleito,19.393,PTB / PMDB / PSC / PL / PFL / PSB / PV / PC do B,
Prefeito,AM,CANUTAMA,PPS,23,RAIMUNDO RODRIGUES DE AMORIM,"1,763",Não eleito,45.438,PL / PPS / PRTB / PMN / PV / PRONA,
Prefeito,AM,CANUTAMA,PFL,25,RAIMUNDO SAMPAIO DA COSTA,"2,117",Eleito,54.562,PP / PDT / PT / PTB / PMDB / PFL / PSDC / PRP / PSDB,
Prefeito,AM,COARI,PMN,33,ARNALDO ALMEIDA MITOUSO,"6,022",Não eleito,22.459,PMN / PT / PC do B,
Prefeito,AM,COARI,PSDC,27,ELSON CARVALHO BEZERRA,642,Não eleito,2.394,PSDC / PSC / PAN,
Prefeito,AM,COARI,PL,22,IRANILSON DA SILVA MEDEIROS,"1,178",Não eleito,4.393,PL / PT do B / PRTB,
Prefeito,AM,COARI,PPS,23,MANOEL ADAIL AMARAL PINHEIRO,"18,690",Eleito,69.705,PPS / PP / PFL / PSL / PSB / PTN / PRP / PHS,
Prefeito,AM,COARI,PMDB,15,RICARDO OLIVEIRA DA COSTA,281,Não eleito,1.048,PMDB / PSDB,
Prefeito,AM,EIRUNEPE,PL,22,FRANCISCO DAS CHAGAS DISSICA VALERIO TOMAZ,"4,877",Eleito,47.442,PP / PDT / PTB / PSL / PTN / PSC / PL / PFL / PHS / PMN / PV / PSDB / PRONA / PT do B,
Prefeito,AM,EIRUNEPE,PPS,23,JOSE EDY MONTECONRADO GOMES,"3,968",Não eleito,38.599,PT / PMDB / PPS / PSDC / PTC / PSB / PRP,
Prefeito,AM,FONTE BOA,PFL,25,ANTONIO GOMES FERREIRA,"2,972",Não eleito,38.005,PFL / PTB / PV / PC do B / PDT / PSDC,
Prefeito,AM,FONTE BOA,PSL,17,GILBERTO FERREIRA LISBOA,"1,833",Não eleito,23.44,PSL / PT / PHS,
Prefeito,AM,FONTE BOA,PP,11,SEBASTIÃO FERREIRA LISBOA,"3,015",Eleito,38.555,PP / PSC / PPS / PSB / PSDB,
Prefeito,AM,JUTAI,PL,22,ASCLEPIADES COSTA DE SOUZA,"2,370",Não eleito,39.193,PL / PP / PMDB / PSB / PSDB / PT / PT do B,
Prefeito,AM,JUTAI,PV,43,UMBERTO AFONSO LASMAR,"2,546",Eleito,42.104,PV / PSC / PDT / PHS / PAN / PRP / PFL / PRTB / PC do B,
Prefeito,AM,JUTAI,PPS,23,WILSON FERREIRA LISBOA,"1,131",Não eleito,18.703,PPS / PSDC / PSL / PTB / PTN / PMN,
Prefeito,AM,MANACAPURU,PL,22,SIDNILSON MARTINS HOLANDA,"5,522",Não eleito,24.944,PL / PDT / PHS / PRTB / PT do B / PT,
Prefeito,AM,MANACAPURU,PP,11,WASHINGTON LUIS RÉGIS DA SILVA,"16,616",Eleito,75.056,PP / PTB / PRP / PRONA / PC do B,
Prefeito,AM,BOCA DO ACRE,PPS,23,ANTONIO IRAN DE SOUZA LIMA,"5,699",Eleito,98.157,PP / PTB / PSL / PPS / PFL / PAN / PSDB / PC do B,
Prefeito,AM,BOCA DO ACRE,PL,22,DOMINGOS VICENTE NUGOLI MUNHOZ,0,Registro negado antes da eleição,0,PT / PL / PRTB / PV / PT do B,
Prefeito,AM,BOCA DO ACRE,PDT,12,JULIO TAVARES SILVA NETO,107,Não eleito,1.843,(sem coligação),
Prefeito,AM,CAREIRO,PRTB,28,HAMILTON ALVES VILLAR,"4,547",Eleito,43.566,PP / PTB / PSC / PL / PFL / PSDC / PRTB / PMN,
Prefeito,AM,CAREIRO,PSB,40,JULIO CESAR LINS RODRIGUES,"1,667",Não eleito,15.972,PTN / PAN / PSB,
Prefeito,AM,CAREIRO,PPS,23,MOISÉS TORRES DE SOUZA,"4,223",Não eleito,40.462,PT / PMDB / PCB / PPS / PTC / PV / PRP / PC do B,
Prefeito,AM,CAREIRO DA VARZEA,PPS,23,PEDRO DUARTE GUEDES,"5,024",Eleito,53.802,PT / PTB / PMDB / PPS / PFL / PRP / PSDB,
Prefeito,AM,CAREIRO DA VARZEA,PDT,12,RAMIRO GONCALVES DE ARAUJO,"4,314",Não eleito,46.198,PP / PDT / PSL / PSC / PL / PSDC / PRTB,
Prefeito,AM,CAAPIRANGA,PMDB,15,ANTONIO JOSÉ MARQUES,"2,547",Eleito,60.014,PP / PTB / PMDB / PPS / PFL / PV / PSDB,
Prefeito,AM,CAAPIRANGA,PL,22,ANTONIO QUEIROZ DE MORAES,"1,697",Não eleito,39.986,PL / PT / PC do B,
Prefeito,AM,EIRUNEPE,PC do B,65,MARCOS ANTONIO CAVALCANTE MONTEIRO,238,Não eleito,2.315,(sem coligação),
Prefeito,AM,EIRUNEPE,PRTB,28,RAYLAN BARROSO DE ALENCAR,"1,197",Não eleito,11.644,PCB / PAN / PRTB / PCO,
Prefeito,AM,IPIXUNA,PFL,25,DAVI FARIAS DE OLIVEIRA,"2,773",Eleito,50.937,PFL / PPS / PSDB,
Prefeito,AM,IPIXUNA,PTB,14,FRANCISCO PEREIRA SARAIVA,"2,671",Não eleito,49.063,PT / PMDB / PTB / PSL,
Prefeito,AM,ITAMARATI,PSDB,45,FRANCISCO BARTOLOMEU BARROSO,611,Não eleito,19.459,(sem coligação),
Prefeito,AM,ITAMARATI,PPS,23,RAIMUNDO GOMES LOBO,"1,880",Eleito,59.873,PTB / PMDB / PPS / PFL,
Prefeito,AM,ITAMARATI,PDT,12,RAIMUNDO PEREIRA LISBOA,649,Não eleito,20.669,PDT / PSC,
Prefeito,AM,JAPURA,PPS,23,RAIMUNDO DAMASCENO FONSECA,606,Não eleito,32.303,(sem coligação),
Prefeito,AM,JAPURA,PMDB,15,RAIMUNDO GUEDES DOS SANTOS,560,Não eleito,29.851,PT / PMDB,
Prefeito,AM,JAPURA,PFL,25,RAIMUNDO MATIAS BARBOSA,710,Eleito,37.846,PP / PDT / PTB / PSL / PTN / PSC / PL / PFL / PAN / PRTB / PMN / PTC / PSB / PV / PRP / PSDB / PC do B,
Prefeito,AM,CARAUARI,PPS,23,BRUNO LUIS LITAIFF RAMALHO,"4,899",Eleito,50.557,PP / PTB / PMDB / PL / PPS / PSDB,
