Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação,
Prefeito,MG,ACAIACA,PT,13,JOÃO DO CARMO MACEDO,"1,211",Não eleito,43.577,PT / PDT / PTB,
Prefeito,MG,ACAIACA,PFL,25,JOSE CALIXTO MILAGRES,"1,568",Eleito,56.423,PP / PMDB / PL / PFL,
Prefeito,MG,AIURUOCA,PSDB,45,ARI LOPES DOS SANTOS,"2,104",Eleito,53.387,PDT / PL / PSB / PSDB,
Prefeito,MG,AIURUOCA,PP,11,PAULO ROBERTO BENFICA VARGINHA,"1,837",Não eleito,46.613,PP / PT / PTB / PMDB / PFL,
Prefeito,MG,ALPERCATA,PMDB,15,GILCLEBER BENTO DE SOUZA,"2,211",Eleito,55.247,PMDB / PDT / PTB / PSL,
Prefeito,MG,ALTO JEQUITIBA,PP,11,ANTÔNIO MATTOS LOPES,"2,515",Eleito,46.782,(sem coligação),
Prefeito,MG,ALTO JEQUITIBA,PSDB,45,CARLOS ROBERTO CELESTINO,"2,078",Não eleito,38.653,PDT / PTB / PMDB / PFL / PHS / PSDB,
Prefeito,MG,ALTO JEQUITIBA,PSB,40,SILVANA WERNER FERREIRA,783,Não eleito,14.565,PSB / PL,
Prefeito,MG,ABAETE,PL,22,ANTONIO CARLOS LATALISA FRANCA,"5,141",Não eleito,36.69,PMDB / PSL / PTN / PSC / PL / PTC,
Prefeito,MG,ABAETE,PTB,14,CLÁUDIO DE SOUSA VALADARES,"5,281",Eleito,37.689,PTB / PDT / PT / PSDB,
Prefeito,MG,ABAETE,PFL,25,GILBERTO ALVES SOARES,"3,590",Não eleito,25.621,PFL / PRTB / PP,
Prefeito,MG,ANTONIO CARLOS,PDT,12,ARACI CRISTINA ARAUJO CARVALHO,"2,744",Eleito,37.151,PP / PDT / PSDB,
Prefeito,MG,ANTONIO CARLOS,PMN,33,FRITZ ANDREUCI ALVES DA SILVA,256,Não eleito,3.466,(sem coligação),
Prefeito,MG,ANTONIO CARLOS,PL,22,GUILHERME FLORENCO DOS SANTOS,356,Não eleito,4.82,(sem coligação),
Prefeito,MG,ANTONIO CARLOS,PSL,17,MILTON DOMINGOS FILHO,"1,506",Não eleito,20.39,PSL / PFL,
Prefeito,MG,ANTONIO CARLOS,PMDB,15,RAIMUNDO NONATO MARQUES,"2,524",Não eleito,34.173,PT / PMDB,
Prefeito,MG,ARAPORA,PV,43,ANDRÉ DONIZETE MARTINS,111,Não eleito,2.73,PSL / PV,
Prefeito,MG,ARAPORA,PSDB,45,DONIZETI REZENDE BORGES,548,Não eleito,13.478,PPS / PSDB,
Prefeito,MG,ARAPORA,PSB,40,EDER ANTÔNIO TEODORO,"1,659",Não eleito,40.802,PP / PTB / PFL / PTC / PSB,
Prefeito,MG,ARAPORA,PMDB,15,VALDIR INACIO FERREIRA,"1,748",Eleito,42.991,PDT / PT / PMDB / PL,
Prefeito,MG,ANTONIO PRADO DE MINAS,PSDB,45,EDISON FRANZINI,677,Não eleito,49.129,PT / PSDB,
Prefeito,MG,ANTONIO PRADO DE MINAS,PFL,25,LUIZ CARLOS DA ROCHA,701,Eleito,50.871,(sem coligação),
Prefeito,MG,ARAXA,PP,11,ANTONIO LEONARDO LEMOS OLIVEIRA,"43,968",Eleito,85.825,PP / PDT / PT / PMDB / PSL / PSC / PL / PPS / PFL / PSDC / PSB / PV / PSDB / PC do B,
Prefeito,MG,ARAXA,PTB,14,PAULO APARECIDO DA SILVA,"7,262",Não eleito,14.175,PTB / PHS / PMN,
Prefeito,MG,ARCOS,PL,22,CLAUDENIR JOSÉ DE MELO,"10,181",Não eleito,46.372,PL / PT / PPS / PTC / PSL / PTB / PAN / PC do B / PSC / PRTB / PDT / PMN,
Prefeito,MG,ATALEIA,PSDB,45,DIONE LAIGNIER LACERDA,"4,097",Não eleito,46.801,PTN / PL / PFL / PHS / PMN / PSDB,
Prefeito,MG,ATALEIA,PSB,40,JOÃO BATISTA DA SILVA,"4,657",Eleito,53.199,PP / PT / PTB / PAN / PSDC / PTC / PSB,
Prefeito,MG,ARCOS,PMDB,15,PLÁCIDO RIBEIRO VAZ,"11,774",Eleito,53.628,PMDB / PSDB / PP,
Prefeito,MG,ANDRELANDIA,PMDB,15,ANTÔNIO ARAÚJO SALGADO FILHO,"2,790",Não eleito,36.895,PMDB / PP / PL,
Prefeito,MG,ANDRELANDIA,PSDB,45,FRANCISCO CARLOS RIVELLI,"4,772",Eleito,63.105,PTB / PSC / PFL / PSDB,
Prefeito,MG,ARACAI,PPS,23,DANIEL VALADARES CUNHA,"1,230",Eleito,59.942,PT / PPS / PFL,
Prefeito,MG,ARACAI,PTB,14,ROSSI EDUARDO DIAS DE LIMA,822,Não eleito,40.058,PP / PDT / PTB / PSDB,
Prefeito,MG,AMPARO DO SERRA,PMDB,15,ELISIO JOSÉ FIALHO VIANA,"1,717",Não eleito,44.971,PMDB / PSC,
Prefeito,MG,AMPARO DO SERRA,PSDB,45,FRANCISCO PARADELA,"1,989",Eleito,52.095,PDT / PSDB,
Prefeito,MG,AMPARO DO SERRA,PFL,25,SEBASTIÃO GOMES BARBOSA,112,Não eleito,2.933,(sem coligação),
Prefeito,MG,ANTONIO DIAS,PHS,31,JOAQUIM NASCIMENTO DA MATA,252,Não eleito,4.017,(sem coligação),
Prefeito,MG,ANTONIO DIAS,PPS,23,JOSE CARLOS DE ASSIS,"1,979",Não eleito,31.543,PT / PPS / PMDB / PTB,
Prefeito,MG,ANTONIO DIAS,PFL,25,WILLIAM ROBSON MARQUES FRAGA,"4,043",Eleito,64.441,(sem coligação),
Prefeito,MG,ARANTINA,PFL,25,FRANCISCO CARLOS FERREIRA ALVES,"1,063",Eleito,47.647,PP / PL / PFL,
Prefeito,MG,ARANTINA,PT,13,HELCIO JOSE DE OLIVEIRA,214,Não eleito,9.592,(sem coligação),
Prefeito,MG,ARANTINA,PDT,12,JOSÉ ROBERTO ANTUNES SILVA,954,Não eleito,42.761,PDT / PMDB / PSDB,
Prefeito,MG,ARAPUA,PMDB,15,DARCI MARQUES DE OLIVEIRA,"1,064",Não eleito,46.996,(sem coligação),
Prefeito,MG,BALDIM,PMDB,15,GERALDO MARCOS,"2,054",Não eleito,38.828,PT / PMDB / PSC / PL,
Prefeito,MG,BALDIM,PFL,25,ITON REIS,"2,491",Eleito,47.089,PDT / PTB / PFL / PSB / PSDB,
Prefeito,MG,BALDIM,PTN,19,JOANISTON PIMENTEL FERNANDES,225,Não eleito,4.253,PTN / PAN,
Prefeito,MG,BALDIM,PP,11,NEDIR EUSTÁQUIO BARBOSA,520,Não eleito,9.83,(sem coligação),
Prefeito,MG,ARGIRITA,PPS,23,ALEX ANDRADE ANZOLIN,"1,167",Não eleito,47.019,PP / PT / PMDB / PPS,
Prefeito,MG,ARGIRITA,PL,22,CARLOS AURELIO CARMINATE ALMEIDA,"1,315",Eleito,52.981,PDT / PL / PFL / PSDB,
Prefeito,MG,ASTOLFO DUTRA,PSDB,45,ANTONIO CARLOS FERNANDES,"3,973",Não eleito,48.54,PP / PDT / PTB / PPS / PFL / PRTB / PV / PSDB,
Prefeito,MG,ASTOLFO DUTRA,PMDB,15,JOSÉ NATALINO BENINI DA CUNHA,"4,212",Eleito,51.46,PT / PMDB / PSC / PL,
Prefeito,MG,AUGUSTO DE LIMA,PSDB,45,CIRILO OLIMPIO DE REZENDE,"1,935",Eleito,58.021,PDT / PL / PSDB,
Prefeito,MG,AUGUSTO DE LIMA,PTC,36,JOAO CARLOS BATISTA BORGES,"1,400",Não eleito,41.979,PP / PT / PTB / PMDB / PSC / PFL / PHS / PTC,
Prefeito,MG,BANDEIRA,PSDB,45,ANTONIO RAMOS PEREIRA,"1,413",Não eleito,46.207,PT / PTB / PMDB / PTN / PL / PFL / PSDB,
Prefeito,MG,BANDEIRA,PDT,12,PEDRO CARLOS SANTOS,"1,645",Eleito,53.793,PDT / PPS / PTC,
Prefeito,MG,BARBACENA,PT,13,JOSE GABRIEL GUIMARAES,"26,512",Não eleito,39.782,PT / PMDB / PL / PPS,
Prefeito,MG,BARBACENA,PSDB,45,MARTIM FRANCISCO BORGES DE ANDRADA,"40,131",Eleito,60.218,PP / PTB / PSL / PTN / PSC / PAN / PSDC / PRTB / PHS / PTC / PSB / PV / PRP / PSDB / PC do B / PT do B,
Prefeito,MG,ARAGUARI,PSB,40,ARTUR RODRIGUES NETO,"11,908",Não eleito,18.632,PTB / PMN / PSB / PSDB,
Prefeito,MG,ARAGUARI,PSC,20,MARCOS ANTONIO ALVIM,"29,282",Eleito,45.817,PP / PDT / PSC / PL / PPS / PHS / PRONA / PC do B,
Prefeito,MG,ARAGUARI,PMDB,15,RAUL JOSÉ DE BELEM,"1,947",Não eleito,3.046,PMDB / PFL,
Prefeito,MG,ARAGUARI,PT,13,ROBERTO NAVES COCOTA,"1,621",Não eleito,2.536,(sem coligação),
Prefeito,MG,ARAGUARI,PSL,17,SERGIO APARECIDO CRUZ CARVALHO,269,Não eleito,0.421,(sem coligação),
Prefeito,MG,ARAGUARI,PRTB,28,WANDERLEI INÁCIO,"18,884",Não eleito,29.547,PTN / PSDC / PRTB,
Prefeito,MG,ARAPONGA,PFL,25,ANTONIO AUGUSTO DE ARAUJO FILHO,"2,138",Não eleito,49.93,PDT / PTB / PFL,
Prefeito,MG,ARAPONGA,PMDB,15,FRANCISCO GURGEL VIANA,"2,144",Eleito,50.07,PT / PMDB / PL / PSDB,
Prefeito,MG,ARAPUA,PSDB,45,VILSON GONTIJO DE OLIVEIRA,"1,200",Eleito,53.004,PT / PL / PFL / PSDB,
Prefeito,MG,ARACITABA,PFL,25,ANTÔNIO CARLOS NEVES DE MELO,641,Não eleito,40.544,(sem coligação),
Prefeito,MG,ARACITABA,PT,13,HILARIO DE MELO ARAÚJO,16,Não eleito,1.012,(sem coligação),
Prefeito,MG,ARACITABA,PSDB,45,MAURO FERNANDES DE FARIA,130,Não eleito,8.223,(sem coligação),
Prefeito,MG,ARACITABA,PMDB,15,RAFAEL ARCANJO DE TOLEDO,794,Eleito,50.221,PP / PMDB,
Prefeito,MG,ARAUJOS,PSDB,45,ABEL CABRAL,"2,146",Eleito,47.446,PL / PSDB,
Prefeito,MG,ARAUJOS,PTB,14,JOSE ROBERTO BATISTA,"1,655",Não eleito,36.591,PP / PDT / PTB / PSC,
Prefeito,MG,ARAUJOS,PMDB,15,MARIO SANTOS ROCHA,722,Não eleito,15.963,PMDB / PFL,
Prefeito,MG,BANDEIRA DO SUL,PP,11,JOSÉ DOS SANTOS,"2,089",Eleito,54.686,PP / PT / PMDB / PSDB,
Prefeito,MG,BANDEIRA DO SUL,PFL,25,SILVANA ROSA BASTOS DA SILVA,"1,731",Não eleito,45.314,PPS / PFL,
Prefeito,MG,BARAO DE MONTE ALTO,PSDB,45,CARLOS AUGUSTO ROSA,"2,544",Eleito,57.479,PSDB / PDT / PTB / PT,
Prefeito,MG,BARAO DE MONTE ALTO,PFL,25,ROBERTO NAVARRO ROCHA,"1,882",Não eleito,42.521,PFL / PL / PMDB,
Prefeito,MG,ARICANDUVA,PT,13,JOSE CARLOS MARTINS CORDEIRO,"1,344",Não eleito,46.281,PT / PPS,
Prefeito,MG,ARICANDUVA,PFL,25,ORLANDO CORDEIRO OLIVEIRA,"1,560",Eleito,53.719,PDT / PL / PFL,
Prefeito,MG,ARACUAI,PP,11,AÉCIO SILVA JARDIM,"7,215",Não eleito,43.627,PP / PDT / PTB / PMDB / PL / PTC,
Prefeito,MG,ARACUAI,PSB,40,EDSON GONÇALVES SOARES,517,Não eleito,3.126,PSB / PPS,
Prefeito,MG,ARACUAI,PT,13,JOSÉ ANTONIO MARTINS SANTANA,"8,806",Eleito,53.247,PT / PV / PC do B,
Prefeito,MG,ARCEBURGO,PL,22,ANTÔNIO ROBERTO DA COSTA,"2,958",Eleito,52.179,PT / PL,
Prefeito,MG,ARCEBURGO,PMDB,15,JAMIL ANTONIO NICOLAU,"2,711",Não eleito,47.821,PMDB / PPS,
Prefeito,MG,ANGELANDIA,PTB,14,GRACIANO BATISTA DOS SANTOS,0,Renúncia/falecimento/cassação após a eleição,0,PDT / PTB / PSDB,
Prefeito,MG,ANGELANDIA,PMDB,15,JOAO ALBERTO GOMES DE ALMEIDA,"2,003",Eleito,100,PP / PMDB / PL / PFL / PSB,
Prefeito,MG,BAEPENDI,PL,22,CLAUDIO AUGUSTO DE CARVALHO ROLLO,"5,820",Eleito,49.561,PL / PMDB / PRTB / PP,
Prefeito,MG,BAEPENDI,PSDB,45,EVANIL FERREIRA DE OLIVEIRA REIS,497,Não eleito,4.232,(sem coligação),
Prefeito,MG,BAEPENDI,PTB,14,HEMILSON ROCHA PEREIRA,"5,426",Não eleito,46.206,PTB / PT / PDT / PSB,
Prefeito,MG,AREADO,PL,22,CELSO TAVARES DA SILVA,"2,020",Não eleito,23.871,(sem coligação),
Prefeito,MG,AREADO,PT,13,DAVI CARLOS LEOCÁDIO,"1,803",Não eleito,21.307,(sem coligação),
Prefeito,MG,AREADO,PFL,25,JOSÉ EVARISTO MOREIRA ALVES,"1,604",Não eleito,18.955,PFL / PMDB,
Prefeito,MG,AREADO,PDT,12,PEDRO FRANCISCO DA SILVA,"3,035",Eleito,35.866,(sem coligação),
Prefeito,MG,BAMBUI,PT,13,GALENO JOSÉ GOMES,"6,027",Eleito,43.83,PDT / PT,
Prefeito,MG,BAMBUI,PSDB,45,JOSÉ ORLANDO FERREIRA,"5,054",Não eleito,36.754,PP / PTB / PL / PPS / PHS / PSDB,
Prefeito,MG,BAMBUI,PSL,17,PAULO CESAR VIEIRA TAVARES,"2,670",Não eleito,19.417,PMDB / PSL,
Prefeito,MG,BAMBUI,PFL,25,PAULO IRENE DE FARIA,0,Renúncia/falecimento/cassação antes da eleição,0,(sem coligação),
Prefeito,MG,ARINOS,PT,13,ANTONIO JUSCELINO CARNEIRO DIAS,"1,632",Não eleito,17.907,PT / PMN,
Prefeito,MG,ARINOS,PFL,25,CARLOS ALBERTO RECCH FILHO,"2,882",Eleito,31.622,PP / PMDB / PL / PFL,
Prefeito,MG,ARINOS,PPS,23,NELSON LEITE DE SOUZA,"2,757",Não eleito,30.25,PPS / PSDB / PTB,
Prefeito,MG,ARINOS,PSB,40,ROBERTO SALES,"1,843",Não eleito,20.222,PSB / PDT,
Prefeito,MG,ANDRADAS,PT,13,ADEMIR DOS SANTOS PEREZ,"7,555",Não eleito,37.058,PT / PMN,
Prefeito,MG,ANDRADAS,PL,22,EVANDRO FELISBERTO DOS REIS,"4,688",Não eleito,22.995,PL / PTC,
Prefeito,MG,ANDRADAS,PPS,23,MARGOT NAVARRO GRAZIANI PIOLI,"8,144",Eleito,39.947,PTB / PMDB / PPS / PFL / PHS / PSDB,
Prefeito,MG,BARAO DE COCAIS,PT,13,ANTONIO FRANCISCO MARQUES,"3,109",Não eleito,20.278,PT / PSB,
Prefeito,MG,BARAO DE COCAIS,PTB,14,GERALDO ABADE DAS DORES,"8,380",Eleito,54.657,PDT / PTB / PSC / PL / PRTB / PSDB,
Prefeito,MG,BARAO DE COCAIS,PMDB,15,SILVANE DOS SANTOS COUTINHO NASCIMENTO,"3,843",Não eleito,25.065,PP / PMDB / PFL / PMN / PTC / PRP,
Prefeito,MG,ALVORADA DE MINAS,PFL,25,ANTÔNIO SIMÕES LEITE,"1,379",Eleito,57.506,PDT / PTB / PL / PFL,
Prefeito,MG,ALVORADA DE MINAS,PT,13,NILTON DE OLIVEIRA COSTA,245,Não eleito,10.217,(sem coligação),
Prefeito,MG,ALVORADA DE MINAS,PMDB,15,PEDRO CARLOS DE ABREU FILHO,774,Não eleito,32.277,PP / PMDB / PTC / PSDB,
Prefeito,MG,BERIZAL,PSC,22,JOSÉ AUGUSTO MOTA FILHO,"1,422",Eleito,51.522,PDT / PTB / PMDB / PSC / PL / PFL / PMN,
Prefeito,MG,BERIZAL,PSDB,45,LEOPOLDINO BANDEIRA DE OLIVEIRA,"1,338",Não eleito,48.478,PSDB / PP / PT / PPS,
Prefeito,MG,BELA VISTA DE MINAS,PSB,40,ELIZEU ANTONIO DE ASSIS,768,Não eleito,11.587,PDT / PT / PPS / PSB,
Prefeito,MG,BARROSO,PSDB,45,ARNAUD BALDONERO NAPOLEÃO,"6,446",Eleito,51.667,PDT / PSL / PL / PPS / PFL / PRTB / PMN / PTC / PSB / PSDB / PC do B,
Prefeito,MG,BARROSO,PRP,44,EIKA OKA DE MELO,"6,030",Não eleito,48.333,PRP / PMDB / PT / PTB / PSDC / PSC / PP,
Prefeito,MG,BELA VISTA DE MINAS,PMDB,15,GERSON COELHO LINHARES,"1,862",Não eleito,28.093,PTB / PMDB,
Prefeito,MG,BELA VISTA DE MINAS,PP,11,JUDINEVALDO SOUZA ARAUJO,562,Não eleito,8.479,PP / PMN,
Prefeito,MG,BELA VISTA DE MINAS,PFL,25,WILBER JOSE DE SOUZA,"3,436",Eleito,51.841,PL / PFL / PSDB,
Prefeito,MG,BELO VALE,PT,13,GERALDO MÁRCIO DO SACRAMENTO,213,Não eleito,3.69,PT / PMN,
Prefeito,MG,BELO VALE,PSDB,45,MATHUZALÉM DE CASTRO BRAGA,"2,425",Não eleito,42.013,PSDB / PDT / PL,
Prefeito,MG,BELO VALE,PMDB,15,VANDERLEI DE CASTRO,"3,134",Eleito,54.297,PTB / PMDB,
Prefeito,MG,BERTOPOLIS,PSB,40,JOSE MARIA ORNELAS DE SOUZA,15,Não eleito,0.626,(sem coligação),
Prefeito,MG,BERTOPOLIS,PSDB,45,LAURO ALVES JARDIM,920,Não eleito,38.413,PSDB / PPS / PDT / PP / PFL,
Prefeito,MG,BERTOPOLIS,PT,13,ONEDIO FAGUNDES DE SOUZA,"1,460",Eleito,60.96,PT / PMDB / PTC,
Prefeito,MG,BARRA LONGA,PSB,40,ALVARO DA COSTA TAVARES,751,Não eleito,17.498,PT / PSB,
Prefeito,MG,BARRA LONGA,PTB,14,HAROLDO FERREIRA TRINDADE,"1,423",Não eleito,33.155,PTB / PMDB,
Prefeito,MG,BARRA LONGA,PFL,25,LUCIO FLAVIO XAVIER CARNEIRO,"2,118",Eleito,49.348,PL / PFL / PTC / PSDB,
Prefeito,MG,BIQUINHAS,PT,13,ILZIVAN MARIO LOURENÇO GOMES,663,Não eleito,32.169,PT / PL / PFL,
Prefeito,MG,BELO ORIENTE,PT,13,HUMBERTO LOPES DE ASSIS,"6,167",Não eleito,45.426,PT / PTB / PRTB / PSDB / PC do B,
Prefeito,MG,BELO ORIENTE,PDT,12,PIETRO CHAVES FILHO,"6,678",Eleito,49.19,PDT / PP / PTN / PSC / PAN / PMN / PSB / PT do B,
Prefeito,MG,BELO ORIENTE,PPS,23,VANIA LUCIA DOS SANTOS CRUZ,731,Não eleito,5.385,PMDB / PSL / PL / PPS / PFL / PSDC / PHS / PTC / PRP,
Prefeito,MG,BELO HORIZONTE,PT,13,FERNANDO DAMATA PIMENTEL,"872,601",Eleito,68.49,PT / PTB / PSL / PTN / PCB / PL / PPS / PMN / PRP / PC do B,
Prefeito,MG,BELO HORIZONTE,PSB,40,JOÃO LEITE DA SILVA NETO.,"290,194",Não eleito,22.777,PP / PMDB / PSC / PSDC / PRTB / PHS / PTC / PSB / PV / PSDB / PT do B,
Prefeito,MG,BELO HORIZONTE,PCO,29,ROBERTO FRANCISCO PEREIRA,"16,927",Não eleito,1.329,(sem coligação),
Prefeito,MG,BELO HORIZONTE,PFL,25,ROBERTO LUCIO ROCHA BRANT,"77,487",Não eleito,6.082,PDT / PFL / PAN / PRONA,
