Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação,
Prefeito,MG,AIMORES,PMDB,15,JURANDIR DA ROCHA,"7,521",Eleito,51.153,(sem coligação),
Prefeito,MG,AIMORES,PSDB,45,NILTON FREIRE SAMPAIO,"7,182",Não eleito,48.847,PFL / PSDB,
Prefeito,MG,ALBERTINA,PMDB,15,BENEDITO EDIVINO LUIZ,"1,030",Eleito,57.222,PMDB / PDT / PSD / PSB,
Prefeito,MG,ALBERTINA,PFL,25,JOSÉ ULISSES DINIZ,770,Não eleito,42.778,PFL / PPS,
Prefeito,MG,ABADIA DOS DOURADOS,PMDB,15,ALFREDO PAIVA,"1,627",Não eleito,34.544,(sem coligação),
Prefeito,MG,ABADIA DOS DOURADOS,PTB,14,ISVALDINO DE ASSUNÇÃO,"3,083",Eleito,65.456,PTB / PSDB / PFL,
Prefeito,MG,AGUA BOA,PSD,41,ANTONIO GONÇALVES MARQUES,"2,977",Não eleito,39.847,PSD / PFL,
Prefeito,MG,AGUA BOA,PMDB,15,CARLOS MAGNO FERREIRA,"4,494",Eleito,60.153,PMDB / PT / PTB / PSDB,
Prefeito,MG,ABAETE,PL,22,ANTONIO CARLOS LATALIZA FRANCA,"4,844",Eleito,36.366,(sem coligação),
Prefeito,MG,ABAETE,PMDB,15,ARILZA DA COSTA TAVARES,"3,135",Não eleito,23.536,PMDB / PTB / PPS / PT / PV,
Prefeito,MG,ABAETE,PDT,12,CARLOS AMADOR ALVARES DA SILVA,"1,900",Não eleito,14.264,PDT / PSB / PSD / PMN,
Prefeito,MG,ALEM PARAIBA,PMN,33,FERNANDO LÚCIO FERREIRA DONZELES,"3,318",Não eleito,16.03,PTB / PSC / PMN / PSDB,
Prefeito,MG,ALEM PARAIBA,PSL,17,GÉLCIO ANTÔNIO CUNHA,"1,838",Não eleito,8.88,(sem coligação),
Prefeito,MG,ALEM PARAIBA,PSB,40,MIGUEL BELMIRO DE SOUZA,"6,316",Não eleito,30.514,PTN / PST / PFL / PL / PSB,
Prefeito,MG,ALEM PARAIBA,PT,13,OBERDAN MOREIRA ROCHA,902,Não eleito,4.358,PT / PAN,
Prefeito,MG,ALEM PARAIBA,PPS,23,SÉRGIO ANTONIO RIBEIRO FERREIRA,"8,325",Eleito,40.219,PDT / PMDB / PPS / PC do B / PV,
Prefeito,MG,ABAETE,PFL,25,GILBERTO ALVES SOARES,"3,441",Não eleito,25.833,PPB / PFL / PSDB,
Prefeito,MG,ACAIACA,PT,13,JOÃO DO CARMO MACEDO,"1,289",Eleito,52.958,PT / PPS / PDT,
Prefeito,MG,ACAIACA,PFL,25,JOSÉ CALIXTO MILAGRES,"1,145",Não eleito,47.042,PFL / PPB / PL,
Prefeito,MG,AGUA COMPRIDA,PFL,25,JOSÉ OSCAR SILVA,"1,302",Eleito,55.451,PFL / PMDB,
Prefeito,MG,AIURUOCA,PSDB,45,ARI LOPES DOS SANTOS,"2,189",Eleito,57.605,PPB / PDT / PSB / PSDB,
Prefeito,MG,AIURUOCA,PMDB,15,MARIA NILSE SENADOR,"1,547",Não eleito,40.711,PMDB / PL,
Prefeito,MG,AIURUOCA,PFL,25,RICARDO HENRIQUE LAPORTA GONÇALVES,64,Não eleito,1.684,(sem coligação),
Prefeito,MG,ACUCENA,PP,11,ADEMIR JOSE SIMAN,"2,213",Não eleito,35.177,PPB / PL / PSDB / PV,
Prefeito,MG,ACUCENA,PMDB,15,FRANCISCO DE ASSIS,"2,966",Eleito,47.147,PMDB / PSB / PSD,
Prefeito,MG,AGUA COMPRIDA,PL,22,RODOLFO ALMEIDA PRATA,"1,046",Não eleito,44.549,(sem coligação),
Prefeito,MG,AGUANIL,PTB,14,ELIAS ASSAD ABRÃO,847,Não eleito,32.868,PTB / PSD,
Prefeito,MG,AGUAS VERMELHAS,PP,11,Odete Pereira da Silva Lacerda,816,Não eleito,14.288,PPB / PL / PFL / PT,
Prefeito,MG,AGUAS VERMELHAS,PMDB,15,Rosa Nízia Antunes Spósito Brito,"2,609",Eleito,45.684,PDT / PMDB / PTB,
Prefeito,MG,AGUAS VERMELHAS,PPS,23,Valdecy José de Souza,"2,286",Não eleito,40.028,PPS / PSD / PSDB,
Prefeito,MG,ACUCENA,PT,13,GERALDO SOCORRO BATISTA BARBOSA,"1,112",Não eleito,17.676,(sem coligação),
Prefeito,MG,AGUANIL,PMDB,15,MAURO DUARTE VILELA CARDOSO,688,Não eleito,26.698,PT / PMDB,
Prefeito,MG,AGUANIL,PSDB,45,Wantuil de Souza,"1,042",Eleito,40.435,PFL / PSDB,
Prefeito,MG,ALFENAS,PFL,25,DAGOBERTO ENGEL,"8,634",Não eleito,24.81,PFL / PSB / PTB / PL / PSDB / PDT,
Prefeito,MG,ALFENAS,PMN,33,JOSÉ WURTEMBERG MANSO,"14,546",Eleito,41.799,(sem coligação),
Prefeito,MG,ALFENAS,PSD,41,MIGUEL ARCANJO DA COSTA BARBOSA,757,Não eleito,2.175,PSD / PPB / PRTB / PMDB,
Prefeito,MG,ALFENAS,PT,13,POMPÍLIO DE LOURDES CANAVEZ,"10,863",Não eleito,31.216,PT / PC do B,
Prefeito,MG,ALAGOA,PFL,25,ELIAS JOSÉ DA FONSECA,"1,106",Eleito,58.364,(sem coligação),
Prefeito,MG,ALAGOA,PMDB,15,ERCÍLIO MENDES DE ANDRADE,789,Não eleito,41.636,PDT / PMDB / PSDB,
Prefeito,MG,ALFREDO VASCONCELOS,PRP,44,AGOSTINHO RONALDO DE ARAUJO,"1,696",Eleito,51.069,(sem coligação),
Prefeito,MG,ALFREDO VASCONCELOS,PP,11,OLACIR ELY DA SILVA,"1,625",Não eleito,48.931,PPB / PFL,
Prefeito,MG,ABRE CAMPO,PMDB,15,DAVIS ANTONIO CARDOSO,"2,813",Não eleito,38.466,(sem coligação),
Prefeito,MG,ABRE CAMPO,PTB,14,JOSÉ CLÁUDIO CHAVES BRANDÃO,"1,675",Não eleito,22.904,PSDB / PTB,
Prefeito,MG,ABRE CAMPO,PSD,41,RUBENS VÍTOR DE OLIVEIRA,"2,825",Eleito,38.63,PPB / PSD / PPS / PT / PT do B,
Prefeito,MG,AGUAS FORMOSAS,PC do B,65,ARISTEU JOAQUIM SOARES,120,Não eleito,1.364,(sem coligação),
Prefeito,MG,AGUAS FORMOSAS,PSDB,45,EDSON SOUZA,92,Não eleito,1.046,PSDB / PFL / PSC / PPS,
Prefeito,MG,AGUAS FORMOSAS,PDT,12,JOÃO AUGUSTO FERNANDES SOBRINHO,"3,944",Não eleito,44.844,PDT / PT / PL,
Prefeito,MG,AGUAS FORMOSAS,PMDB,15,JOSE HENRIQUE BRITO,"4,639",Eleito,52.746,PMDB / PSB / PTB,
Prefeito,MG,ASTOLFO DUTRA,PSDB,45,ARCÍLIO VENÂNCIO RIBEIRO,"3,941",Eleito,52.102,PDT / PL / PPS / PSDB,
Prefeito,MG,ASTOLFO DUTRA,PMDB,15,JOSÉ NATALINO BENINI DA CUNHA,"3,623",Não eleito,47.898,PMDB / PSC / PSDC / PPB,
Prefeito,MG,ALTO RIO DOCE,PMDB,15,ÉLCIO FURTUNA NEVES,"2,098",Não eleito,26.483,(sem coligação),
Prefeito,MG,ALTO RIO DOCE,PSDB,45,RICARDO BELO COUTO,"4,898",Eleito,61.828,PSDB / PFL / PSD,
Prefeito,MG,ALTO RIO DOCE,PTB,14,WALDOMIRO GONÇALVES VIANA,926,Não eleito,11.689,(sem coligação),
Prefeito,MG,ANGELANDIA,PMDB,15,EDAILTON ANTONIO GODINHO PIMENTA,"2,164",Eleito,55.303,PMDB / PFL,
Prefeito,MG,ANGELANDIA,PSDB,45,JOSE MARIA MENDES,"1,749",Não eleito,44.697,PSDB / PTB,
Prefeito,MG,ARACITABA,PMDB,15,Rafael Arcanjo de Toledo,751,Não eleito,48.018,PPB / PMDB,
Prefeito,MG,ARANTINA,PFL,25,GERALDINO GARCIA DA SILVA,"1,016",Não eleito,47.212,PFL / PPB / PL,
Prefeito,MG,ARANTINA,PSDB,45,PAULO HENRIQUE PIRES FERNANDES,"1,136",Eleito,52.788,PDT / PSDB / PMDB,
Prefeito,MG,ARACUAI,PP,11,Aécio Silva Jardim,"6,905",Não eleito,43.035,PMDB / PPB / PPS / PSDB / PFL,
Prefeito,MG,ARACUAI,PDT,12,Domingos Siqueira Ramalho,560,Não eleito,3.49,(sem coligação),
Prefeito,MG,ARACUAI,PT,13,Maria do Carmo Ferreira da Silva,"8,580",Eleito,53.475,(sem coligação),
Prefeito,MG,ALMENARA,PPS,23,CARLOS LUIZ DE NOVAES,"7,341",Não eleito,42.678,PPS / PSDB / PDT / PSB / PHS / PSC / PL,
Prefeito,MG,ALMENARA,PMDB,15,MANOEL FRANCISCO ALVES SILVA,"9,860",Eleito,57.322,PMDB / PFL,
Prefeito,MG,ALPERCATA,PFL,25,ADAO ALVES PEREIRA,"1,310",Não eleito,27.309,PFL / PDT / PPB / PSC / PSDB / PTB,
Prefeito,MG,ALPERCATA,PMDB,15,EDSON AMÂNCIO DE SÁ,"3,358",Eleito,70.002,PMDB / PPS / PL / PSD,
Prefeito,MG,ALPERCATA,PSB,40,RONALDO HONORIO DA SILVA,129,Não eleito,2.689,(sem coligação),
Prefeito,MG,ARAPUA,PMDB,15,JULIO MARIA MACEDO FRANÇA,590,Não eleito,27.391,PMDB / PPB,
Prefeito,MG,ARAPUA,PSDB,45,VILSON GONTIJO DE OLIVEIRA,"1,564",Eleito,72.609,PSDB / PL / PFL,
Prefeito,MG,ANDRADAS,PMDB,15,CARLOS ROBERTO FONTANIELLO,"2,443",Não eleito,13.511,PFL / PHS / PSDB / PMDB,
Prefeito,MG,ANDRADAS,PPS,23,MARGOT NAVARRO GRAZIANI PIOLI,"4,901",Não eleito,27.104,(sem coligação),
Prefeito,MG,ANDRADAS,PT,13,WILKYE VERONESE,"10,738",Eleito,59.385,PL / PT,
Prefeito,MG,ALTEROSA,PT,13,DIMAS DOS REIS RIBEIRO,"4,382",Eleito,56.644,PT / PPS,
Prefeito,MG,ALTEROSA,PMDB,15,JOSÉ NOEL TERRA,317,Não eleito,4.098,(sem coligação),
Prefeito,MG,ALTEROSA,PFL,25,TIMOTHEO DE SOUZA NETTO,"3,037",Não eleito,39.258,(sem coligação),
Prefeito,MG,ANTONIO CARLOS,PFL,25,ARMANDO MORAES,"2,744",Não eleito,38.977,PSL / PFL / PSDB,
Prefeito,MG,ANTONIO CARLOS,PL,22,LUIZ CARLOS DA SILVA,133,Não eleito,1.889,(sem coligação),
Prefeito,MG,ANTONIO CARLOS,PP,11,MANOEL JOSE RETTORE CABRAL,"4,163",Eleito,59.134,PPB / PMDB / PDT,
Prefeito,MG,ALVORADA DE MINAS,PFL,25,ANTÔNIO SIMÕES LEITE,948,Não eleito,47.141,PFL / PSDB,
Prefeito,MG,ALVORADA DE MINAS,PMDB,15,PEDRO CARLOS DE ABREU FILHO,"1,063",Eleito,52.859,(sem coligação),
Prefeito,MG,ANTONIO PRADO DE MINAS,PFL,25,ABELAR COSTA,523,Não eleito,38.259,PTB / PFL,
Prefeito,MG,ANTONIO PRADO DE MINAS,PSDB,45,LOURIVAL PEREIRA METELO,844,Eleito,61.741,(sem coligação),
Prefeito,MG,ARAPONGA,PFL,25,Antônio Augusto de Araújo Filho,"1,222",Não eleito,29.382,(sem coligação),
Prefeito,MG,ARAPONGA,PSDB,45,Paulo Afonso Miranda,"2,937",Eleito,70.618,PL / PMDB / PSDB,
Prefeito,MG,ARGIRITA,PMDB,15,EMILIO CESAR VITOI,"1,331",Eleito,62.724,PMDB / PT / PSDB,
Prefeito,MG,ARGIRITA,PFL,25,JOAO BATISTA DE ALMEIDA,791,Não eleito,37.276,PPB / PFL,
Prefeito,MG,ATALEIA,PSB,40,João Batista da Silva,"3,789",Não eleito,49.928,PT / PL / PTN / PPS / PSB / PSDB,
Prefeito,MG,ATALEIA,PFL,25,Luciano Pessoa de Andrade Lira,"3,800",Eleito,50.072,PDT / PTB / PMDB / PFL,
Prefeito,MG,ALPINOPOLIS,PTB,14,JOSÉ VICENTE DA SILVA,"6,728",Eleito,67.032,PTB / PL / PSC / PDT / PPB,
Prefeito,MG,ALPINOPOLIS,PSB,40,PAULO ROBERTO DAS GRAÇAS PESSOA,"3,309",Não eleito,32.968,PSB / PMDB / PSDB / PFL / PPS,
Prefeito,MG,ALTO CAPARAO,PMDB,15,DELFINO JOSE EMERICH,"1,664",Eleito,53.333,PMDB / PL / PPB,
Prefeito,MG,ALTO CAPARAO,PSDB,45,JOSÉ JACOMEL JUNIOR,"1,456",Não eleito,46.667,PSDB / PFL,
Prefeito,MG,ARAUJOS,PSDB,45,ABEL CABRAL,"1,569",Eleito,39.975,(sem coligação),
Prefeito,MG,ARAUJOS,PTB,14,JOSE ROBERTO BATISTA,"1,246",Não eleito,31.745,PTB / PMDB,
Prefeito,MG,ARAUJOS,PFL,25,PERY FERREIRA DE MELO,"1,110",Não eleito,28.28,(sem coligação),
Prefeito,MG,ALVARENGA,PT,13,HOMERO JOÃO PEIXOTO DE FREITAS,"1,809",Eleito,53.05,PT / PPS / PSB,
Prefeito,MG,ALVARENGA,PFL,25,JOSÉ PEDRO DE OLIVEIRA,"1,601",Não eleito,46.95,PTB / PMDB / PFL,
Prefeito,MG,ARACAI,PMDB,15,MÁRCIO GONZAGA DIAS DE OLIVEIRA,681,Não eleito,42.324,PMDB / PSD,
Prefeito,MG,ANDRELANDIA,PSDB,45,FRANCISCO CARLOS RIVELLI,"4,447",Eleito,56.556,PSDB / PFL / PSB / PTB / PSC,
Prefeito,MG,ANDRELANDIA,PMDB,15,JOSÉ EDUARDO CARDOSO,"3,416",Não eleito,43.444,PMDB / PPB,
Prefeito,MG,ARACAI,PFL,25,MARIA JOSÉ MONTEIRO DE CASTRO DOS SANTOS DE MORAES,928,Eleito,57.676,PPB / PTB / PFL / PSDB,
Prefeito,MG,ARAXA,PP,11,ANTONIO LEONARDO LEMOS OLIVEIRA,"22,144",Eleito,47.091,PPB / PL / PDT / PTN / PMDB / PSDC / PPS / PSC,
Prefeito,MG,ARCEBURGO,PSDB,45,ANTÔNIO GREGÓRIO MILITÃO,"3,181",Eleito,59.804,PT / PSDB,
Prefeito,MG,ARCEBURGO,PMDB,15,JAMIL ANTÔNIO NICOLAU,"2,138",Não eleito,40.196,PMDB / PFL,
Prefeito,MG,ARICANDUVA,PFL,25,MARIA ALEXANDRINA CORDEIRO,"1,868",Eleito,100,(sem coligação),
Prefeito,MG,AUGUSTO DE LIMA,PSDB,45,CIRILO OLIMPIO DE REZENDE,777,Não eleito,23.945,(sem coligação),
Prefeito,MG,AUGUSTO DE LIMA,PP,11,ENÉBIO DE FÁTIMA E FONSECA,"1,121",Eleito,34.545,PPB / PMDB / PL / PFL,
Prefeito,MG,AUGUSTO DE LIMA,PDT,12,FABIANO HENRIQUE DOS PASSOS,794,Não eleito,24.468,(sem coligação),
Prefeito,MG,AUGUSTO DE LIMA,PSC,20,MARILENA AUGUSTA DE FREITAS,553,Não eleito,17.042,(sem coligação),
Prefeito,MG,ARINOS,PSDB,45,ANTONIO FERREIRA DE ALMEIDA,"1,215",Não eleito,15.3,(sem coligação),
Prefeito,MG,ARINOS,PMDB,15,DARCI CALABRO DE OLIVEIRA,"3,659",Eleito,46.077,PMDB / PT / PTB / PPB,
Prefeito,MG,ARINOS,PSB,40,JOSÉ IDELBRANDO FERREIRA DE SOUZA,"3,067",Não eleito,38.622,PFL / PDT / PSB / PV,
Prefeito,MG,ARAXA,PHS,31,ANTONIO MARCOS BELO,771,Não eleito,1.64,(sem coligação),
Prefeito,MG,ARAXA,PFL,25,JEOVA MOREIRA DA COSTA,"19,192",Não eleito,40.813,PFL / PTB / PMN / PC do B / PSDB,
Prefeito,MG,ARAXA,PT,13,JUAREZ FRANÇA,"4,917",Não eleito,10.456,(sem coligação),
Prefeito,MG,ALTO JEQUITIBA,PMDB,15,GILSON ANTONIO ELLER,"2,374",Não eleito,49.634,PMDB / PTB / PFL,
Prefeito,MG,ALTO JEQUITIBA,PPS,23,MILTON MOREIRA DE AMORIM,"2,409",Eleito,50.366,PPS / PSDB / PV / PTN,
Prefeito,MG,ANTONIO DIAS,PPS,23,DIVINO ARGENTAL DE SOUZA,234,Não eleito,4.181,(sem coligação),
Prefeito,MG,ANTONIO DIAS,PSB,40,JOSÉ CARLOS DE ASSIS,"1,624",Não eleito,29.016,PT / PSB / PSDB,
Prefeito,MG,ANTONIO DIAS,PMDB,15,SÍLVIO ROBERTO ARAÚJO,"1,761",Não eleito,31.463,PMDB / PPB / PDT / PTB,
Prefeito,MG,ALVINOPOLIS,PFL,25,MÁRCIO ALVES DE CARVALHO,"4,689",Eleito,50.846,PFL / PL,
Prefeito,MG,ALVINOPOLIS,PPS,23,MARCONE PENA MASCARENHAS,40,Não eleito,0.434,(sem coligação),
Prefeito,MG,ALVINOPOLIS,PMDB,15,MILTON AYRES FIGUEIREDO,"4,493",Não eleito,48.72,PMDB / PDT / PT,
Prefeito,MG,AMPARO DO SERRA,PMDB,15,ELISIO JOSÉ FIALHO VIANA,"1,090",Eleito,39.096,(sem coligação),
Prefeito,MG,AMPARO DO SERRA,PFL,25,JOSÉ TEODORO,"1,029",Não eleito,36.908,(sem coligação),
Prefeito,MG,AMPARO DO SERRA,PDT,12,LAURO LUIZ GONZAGA NETO,669,Não eleito,23.996,PDT / PSDB,
Prefeito,MG,ARAGUARI,PPS,23,IRON GOMIDE DA COSTA,"2,064",Não eleito,3.461,PSB / PPS,
Prefeito,MG,ANTONIO DIAS,PFL,25,WILLIAM ROBSON MARQUES,"1,978",Eleito,35.34,(sem coligação),
Prefeito,MG,ARAPORA,PMDB,15,VALDIR INÁCIO FERREIRA,"1,955",Não eleito,43.081,PMDB / PT / PL / PDT,
Prefeito,MG,ARAPORA,PFL,25,WILMAR ALVES DE OLIVEIRA,"2,583",Eleito,56.919,PFL / PPB / PSD / PSDB,
Prefeito,MG,ARACITABA,PT,13,Antonio Carlos da Silva Pereira,28,Não eleito,1.79,(sem coligação),
Prefeito,MG,ARACITABA,PSDB,45,Geraldo Mendes da Cruz,785,Eleito,50.192,PFL / PSDB,
Prefeito,MG,ARAGUARI,PSC,20,MARCOS ANTONIO ALVIM,"29,569",Eleito,49.586,PSC / PT / PC do B,
Prefeito,MG,ARAGUARI,PTB,14,MIGUEL DOMINGOS OLIVEIRA,"7,569",Não eleito,12.693,PTB / PSDB / PTN,
Prefeito,MG,ARAGUARI,PRTB,28,SERGIO APARECIDO CRUZ CARVALHO,119,Não eleito,0.2,(sem coligação),
Prefeito,MG,ARAGUARI,PP,11,WANDERLEY INÁCIO,"20,311",Não eleito,34.061,PPB / PMDB / PL / PMN / PSD,
Prefeito,MG,ARCOS,PMN,33,CLAUDENIR JOSÉ DE MELO,"3,428",Não eleito,16.542,(sem coligação),
Prefeito,MG,ARCOS,PDT,12,GERALDO CANDIDO RIBEIRO,578,Não eleito,2.789,PDT / PTB / PPS,
Prefeito,MG,ARCOS,PMDB,15,LÉCIO RODRIGUES DE SOUSA,"9,337",Eleito,45.056,(sem coligação),
Prefeito,MG,ARCOS,PAN,26,PAULO MARQUES DE OLIVEIRA,"1,293",Não eleito,6.239,(sem coligação),
Prefeito,MG,ARCOS,PSDB,45,ROBERTO DIAS DE CARVALHO,"6,087",Não eleito,29.373,PFL / PPB / PSDB,
Prefeito,MG,AREADO,PTB,14,ANTÔNIO CARLOS GALLO,"3,373",Eleito,43.371,(sem coligação),
Prefeito,MG,AREADO,PL,22,HOMERO BATISTA DOS SANTOS,878,Não eleito,11.29,(sem coligação),
Prefeito,MG,AREADO,PP,11,LUCIMAR DE OLIVEIRA,342,Não eleito,4.398,(sem coligação),
Prefeito,MG,AREADO,PT,13,LUIZ AUGUSTO DA SILVA,177,Não eleito,2.276,(sem coligação),
Prefeito,MG,AREADO,PDT,12,PEDRO FRANCISCO DA SILVA,"3,007",Não eleito,38.665,(sem coligação),
Prefeito,MG,BERILO,PMDB,15,CLÁUDIO WALDETE COELHO SANTOS,"3,482",Eleito,62.954,PT / PMDB / PL / PSB,
Prefeito,MG,BERILO,PFL,25,JOÃO CIRCUNCISÃO AMARAL JÚNIOR,"2,049",Não eleito,37.046,PDT / PST / PPS / PFL / PSDB,
Prefeito,MG,BAMBUI,PT,13,GALENO JOSE GOMES,"3,696",Não eleito,26.781,(sem coligação),
Prefeito,MG,BAMBUI,PSDB,45,JOSE ORLANDO FERREIRA,"3,684",Não eleito,26.694,PPB / PL / PPS / PSDB,
Prefeito,MG,BELO ORIENTE,PFL,25,JOAO BATISTA MELLO DE MENEZES,"3,319",Não eleito,28.03,PFL / PSDB / PTB,
Prefeito,MG,BELO ORIENTE,PDT,12,PIETRO CHAVES FILHO,"4,502",Eleito,38.02,PDT / PPB / PMN / PL / PSD,
Prefeito,MG,BAEPENDI,PMDB,15,ANTONIO ALVES MAIA FERREIRA,"4,330",Não eleito,40.795,PMDB / PSDB / PSD / PPB,
Prefeito,MG,BAEPENDI,PTB,14,MARCELINO ALVES FERREIRA FILHO,"6,284",Eleito,59.205,(sem coligação),
Prefeito,MG,BAMBUI,PMDB,15,NEYSSON PAULINELLI  DE OLIVEIRA,"4,327",Eleito,31.353,(sem coligação),
Prefeito,MG,BAMBUI,PFL,25,PAULO IRENE DE FARIA,"2,094",Não eleito,15.173,(sem coligação),
Prefeito,MG,BARROSO,PSDB,45,ARNAUD BALDONERO NAPOLEÃO,"5,853",Não eleito,49.131,PRTB / PHS / PDT / PST / PPS / PFL / PSDB,
Prefeito,MG,BARROSO,PRP,44,EIKA OKA DE MELO,"6,060",Eleito,50.869,PPB / PT / PTB / PMDB / PSL / PSC / PSD / PRP,
Prefeito,MG,BELO HORIZONTE,PSTU,16,ANTÔNIO FELICIANO DOS SANTOS,"18,521",Não eleito,1.555,(sem coligação),
Prefeito,MG,BELO HORIZONTE,PRP,44,ANTÔNIO FRANCISCO DE OLIVEIRA FILHO,"21,064",Não eleito,1.769,(sem coligação),
Prefeito,MG,BELO HORIZONTE,PSB,40,CÉLIO DE CASTRO,"518,600",2º turno,43.541,PSB / PT / PPS / PC do B / PCB / PTN / PSC / PT do B / PAN,
Prefeito,MG,BELO HORIZONTE,PRN,36,FRANCISCO SIMÕES DE AGUIAR,"1,117",Não eleito,0.094,(sem coligação),
Prefeito,MG,BELO HORIZONTE,PRTB,28,GENTIL CIRILO DA ANUNCIAÇÃO JÚNIOR,"4,086",Não eleito,0.343,(sem coligação),
Prefeito,MG,BELO HORIZONTE,PP,11,GLYCON TERRA PINTO,"47,368",Não eleito,3.977,PPB / PSD / PST,
Prefeito,MG,BELO HORIZONTE,PSDB,45,JOÃO LEITE DA SILVA NETO,"372,257",2º turno,31.254,(sem coligação),
Prefeito,MG,BELO HORIZONTE,PCO,29,JOSÉ EUSTÁQUIO GOMES DE FARIA,"1,584",Não eleito,0.133,(sem coligação),
Prefeito,MG,BELO HORIZONTE,PL,22,JÚLIO CESAR GOMES DOS SANTOS,0,Renúncia/falecimento/cassação antes da eleição,0,PL / PTB / PGT / PFL / PSL / PRONA,
Prefeito,MG,BELA VISTA DE MINAS,PMDB,15,GERSON COELHO LINHARES,"3,579",Eleito,56.194,(sem coligação),
Prefeito,MG,BELA VISTA DE MINAS,PFL,25,JOSE MODESTO PESSOA DE AVILA,"2,249",Não eleito,35.312,PTB / PFL / PSDB,
Prefeito,MG,BELA VISTA DE MINAS,PSB,40,LUCAS AGOSTINHO DOS SANTOS,541,Não eleito,8.494,(sem coligação),
Prefeito,MG,BELO HORIZONTE,PMDB,15,MARIA ELVIRA SALLES FERREIRA,"206,468",Não eleito,17.335,PMDB / PDT / PMN / PV,
Prefeito,MG,BERIZAL,PMDB,15,EMERSON FERREIRA SOUTO,"1,238",Eleito,55.391,PMDB / PFL / PSD / PSB,
Prefeito,MG,BERIZAL,PSDB,45,LEOPOLDINO BANDEIRA DE OLIVEIRA,997,Não eleito,44.609,PPB / PSDB,
Prefeito,MG,BANDEIRA,PMDB,15,DOMINGAS DE ALMEIDA CARVALHO,"1,184",Eleito,51.953,PMDB / PFL / PHS / PSDB / PPB,
Prefeito,MG,BANDEIRA,PPS,23,LINDOVAL VENANCIO DE SOUZA,"1,095",Não eleito,48.047,PTB / PPS,
Prefeito,MG,BANDEIRA DO SUL,PMDB,15,JOSE CARLOS DOS SANTOS,845,Não eleito,26.242,PMDB / PSDB,
Prefeito,MG,BANDEIRA DO SUL,PT,13,JOSÉ ELIAS DE OLIVEIRA,83,Não eleito,2.578,(sem coligação),
Prefeito,MG,BANDEIRA DO SUL,PFL,25,MARLENE BASTOS DA COSTA,"2,292",Eleito,71.18,(sem coligação),
Prefeito,MG,BERTOPOLIS,PDT,12,ARLINDO BATISTA DOS SANTOS,"1,670",Eleito,70.464,PDT / PPB / PMDB / PTB,
Prefeito,MG,BERTOPOLIS,PFL,25,ONÉDIO FAGUNDES DE SOUSA,700,Não eleito,29.536,PFL / PSDB,
Prefeito,MG,BARAO DE COCAIS,PTB,14,Geraldo Abade das Dores,"5,527",Não eleito,41.289,PPS / PTN / PTB / PSD / PSDB,
Prefeito,MG,BARAO DE COCAIS,PMDB,15,Jair Pereira Costa,"7,859",Eleito,58.711,PMDB / PT / PRP / PDT / PL / PSB / PFL / PPB / PV,
Prefeito,MG,BARAO DE MONTE ALTO,PSDB,45,Carlos Augusto Rosa,"2,074",Eleito,51.993,PDT / PMDB / PSDB,
Prefeito,MG,BARAO DE MONTE ALTO,PFL,25,Roberto Navarro Rocha,"1,915",Não eleito,48.007,PL / PFL,
Prefeito,MG,BELO VALE,PMDB,15,José Fernandes Braga,"2,317",Não eleito,44.912,(sem coligação),
Prefeito,MG,BELO VALE,PFL,25,José Maurício Vitarelli,208,Não eleito,4.032,(sem coligação),
Prefeito,MG,BELO VALE,PSDB,45,Matuzalém de Castro Braga,"2,634",Eleito,51.056,(sem coligação),
Prefeito,MG,BETIM,PL,22,CARLAILE DE JESUS PEDROSA,"71,699",Eleito,53.78,PMDB / PTN / PL / PPS / PFL / PMN / PSD / PSDB,
Prefeito,MG,BETIM,PT,13,MARIA DO CARMO LARA PERPETUO,"61,620",Não eleito,46.22,PT / PSB / PV / PC do B,
Prefeito,MG,BALDIM,PFL,25,ITON REIS,"2,078",Não eleito,41.719,PFL / PPB / PPS / PSDB,
Prefeito,MG,BALDIM,PMDB,15,JOSÉ DE MATOS GONÇALVES,"2,244",Eleito,45.051,PMDB / PSD / PDT,
Prefeito,MG,BALDIM,PTB,14,JOSUÉ CÂNDIDO DA SILVA,659,Não eleito,13.23,PTB / PSC,
Prefeito,MG,BARRA LONGA,PSB,40,JOAQUIM MOREIRA PAES,"2,108",Não eleito,45.324,PMDB / PPS / PSB,
Prefeito,MG,BARRA LONGA,PFL,25,LUCIO FLAVIO XAVIER CARNEIRO,"2,543",Eleito,54.676,PFL / PSDB,
Prefeito,MG,BARBACENA,PSDB,45,ANTÔNIO CARLOS DOORGAL DE ANDRADA,"21,002",Não eleito,32.837,PSDB / PPB / PSD / PRTB / PSL / PHS / PRP / PMN / PTN / PGT / PAN,
Prefeito,MG,BARBACENA,PMDB,15,CÉLIO COPATI MAZONI,"25,485",Eleito,39.846,PSC / PL / PT do B / PRN / PTB / PMDB,
Prefeito,MG,BARBACENA,PFL,25,DANUZA BIAS FORTES CARNEIRO,"17,471",Não eleito,27.316,PSB / PT / PFL / PDT / PPS / PC do B,
Prefeito,MG,BELMIRO BRAGA,PFL,25,JOSE PAULO DE OLIVEIRA FRANCO,"1,158",Eleito,43.93,(sem coligação),
Prefeito,MG,BELMIRO BRAGA,PSDB,45,PAULO FERNANDO DE BARROS PINTO,778,Não eleito,29.514,(sem coligação),
