ano,id_municipio,runoff,winner_turno1,winner_turno2,totalvotes_turno1,totalvotes_turno2,margin_turno1,margin_turno2,incumbant,term_limited_seat
2016,4201000,0.0,240000006104,,5893.0,0.0,2149.0,0.0,0.0,0.0
2016,4201109,0.0,240000006669,,2635.0,0.0,501.0,0.0,0.0,0.0
2016,4201208,0.0,240000012494,,6935.0,0.0,1265.0,0.0,0.0,0.0
2016,4201257,0.0,240000010552,,7201.0,0.0,167.0,0.0,0.0,0.0
2016,4201273,0.0,240000001891,,3473.0,0.0,473.0,0.0,0.0,1.0
2016,4201307,0.0,240000013904,,15931.0,0.0,1269.0,0.0,0.0,0.0
2016,4201406,0.0,240000002952,,37564.0,0.0,8816.0,0.0,0.0,0.0
2016,4201505,0.0,240000015693,,5782.0,0.0,518.0,0.0,0.0,1.0
2016,4201604,0.0,240000012202,,2853.0,0.0,65.0,0.0,0.0,0.0
2016,4201653,0.0,240000006730,,2153.0,0.0,159.0,0.0,0.0,0.0
2016,4201703,0.0,240000013376,,5186.0,0.0,173.0,0.0,0.0,1.0
2016,4201802,0.0,240000006769,,2615.0,0.0,121.0,0.0,0.0,0.0
2016,4201901,0.0,240000009932,,4321.0,0.0,379.0,0.0,0.0,0.0
2016,4201950,0.0,240000002845,,8073.0,0.0,1157.0,0.0,0.0,1.0
2016,4202008,0.0,240000002954,,65889.0,0.0,9863.0,0.0,0.0,1.0
2016,4202057,0.0,240000008869,,7898.0,0.0,833.0,0.0,0.0,0.0
2016,4202073,0.0,240000004572,,6573.0,0.0,421.0,0.0,0.0,0.0
2016,4202081,0.0,240000012459,,2520.0,0.0,214.0,0.0,0.0,0.0
2016,4202099,0.0,240000011341,,1633.0,0.0,329.0,0.0,0.0,0.0
2016,4202107,0.0,240000005072,,16016.0,0.0,1311.0,0.0,0.0,0.0
2016,4202131,0.0,240000010221,,4430.0,0.0,1037.0,0.0,0.0,0.0
2016,4202156,0.0,240000014545,,2261.0,0.0,137.0,0.0,0.0,0.0
2016,4202206,0.0,240000015986,,6955.0,0.0,459.0,0.0,0.0,0.0
2016,4202305,0.0,240000009813,,37298.0,0.0,83.0,0.0,0.0,1.0
2016,4202404,1.0,240000014232,240000014232,180879.0,181608.0,17639.0,27462.0,0.0,0.0
2016,4202438,0.0,240000004414,,2895.0,0.0,125.0,0.0,0.0,0.0
2016,4202453,0.0,240000004656,,10699.0,0.0,4905.0,0.0,0.0,0.0
2016,4202503,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2016,4202537,0.0,240000006482,,2253.0,0.0,125.0,0.0,0.0,0.0
2016,4202578,0.0,240000002665,,1746.0,0.0,142.0,0.0,0.0,0.0
2016,4202602,0.0,240000012124,,5535.0,0.0,585.0,0.0,0.0,0.0
2016,4202701,0.0,240000005960,,3801.0,0.0,549.0,0.0,0.0,0.0
2016,4202800,0.0,240000002806,,19722.0,0.0,5652.0,0.0,0.0,0.0
2016,4202859,0.0,240000003067,,2980.0,0.0,872.0,0.0,0.0,0.0
2016,4202875,0.0,240000006569,,2775.0,0.0,105.0,0.0,0.0,0.0
2016,4202909,0.0,240000019518,,62204.0,0.0,13724.0,0.0,0.0,0.0
2016,4203006,0.0,240000008364,,38652.0,0.0,16432.0,0.0,0.0,0.0
2016,4203105,0.0,240000005871,,2744.0,0.0,2744.0,0.0,0.0,0.0
2016,4203154,0.0,240000012884,,3031.0,0.0,327.0,0.0,0.0,0.0
2016,4203204,0.0,240000008537,,33130.0,0.0,3909.0,0.0,0.0,0.0
2016,4203253,0.0,240000014114,,2763.0,0.0,271.0,0.0,0.0,0.0
2016,4203303,0.0,240000011900,,7891.0,0.0,841.0,0.0,0.0,0.0
2016,4203402,0.0,240000008004,,5167.0,0.0,229.0,0.0,0.0,0.0
2016,4203501,0.0,240000015102,,6086.0,0.0,79.0,0.0,0.0,0.0
2016,4203600,0.0,240000005579,,20497.0,0.0,3155.0,0.0,0.0,0.0
2016,4203709,0.0,240000012797,,7864.0,0.0,216.0,0.0,0.0,1.0
2016,4203808,0.0,240000012645,,32366.0,0.0,402.0,0.0,0.0,0.0
2016,4203907,0.0,240000017076,,13247.0,0.0,2033.0,0.0,0.0,0.0
2016,4203956,0.0,240000010800,,14184.0,0.0,102.0,0.0,0.0,0.0
2016,4204004,0.0,240000007248,,6292.0,0.0,636.0,0.0,0.0,1.0
2016,4204103,0.0,240000010409,,4151.0,0.0,359.0,0.0,0.0,1.0
2016,4204152,0.0,240000002204,,2339.0,0.0,21.0,0.0,0.0,0.0
2016,4204178,0.0,240000001070,,2846.0,0.0,346.0,0.0,0.0,0.0
2016,4204194,0.0,240000010804,,2293.0,0.0,27.0,0.0,0.0,1.0
2016,4204202,0.0,240000004715,,107071.0,0.0,42255.0,0.0,0.0,0.0
2016,4204251,0.0,240000002322,,11073.0,0.0,3003.0,0.0,0.0,0.0
2016,4204301,0.0,240000002004,,44545.0,0.0,4862.0,0.0,0.0,1.0
2016,4204350,0.0,240000002013,,2253.0,0.0,2253.0,0.0,0.0,0.0
2016,4204400,0.0,240000008411,,7065.0,0.0,435.0,0.0,0.0,1.0
2016,4204459,0.0,240000006745,,1982.0,0.0,415.0,0.0,0.0,0.0
2016,4204509,0.0,240000003253,,9420.0,0.0,388.0,0.0,0.0,1.0
2016,4204558,0.0,240000006867,,10049.0,0.0,1239.0,0.0,0.0,1.0
2016,4204608,0.0,240000001504,,109339.0,0.0,69941.0,0.0,0.0,0.0
2016,4204707,0.0,240000016889,,7415.0,0.0,89.0,0.0,0.0,0.0
2016,4204756,0.0,240000004717,,1649.0,0.0,181.0,0.0,0.0,0.0
2016,4204806,0.0,240000000877,,20018.0,0.0,9790.0,0.0,0.0,0.0
2016,4204905,0.0,240000011128,,5963.0,0.0,175.0,0.0,0.0,0.0
2016,4205001,0.0,240000004681,,9324.0,0.0,1286.0,0.0,0.0,1.0
2016,4205100,0.0,240000014981,,2832.0,0.0,6.0,0.0,0.0,0.0
2016,4205159,0.0,240000002126,,2632.0,0.0,120.0,0.0,0.0,1.0
2016,4205175,0.0,240000011574,,2633.0,0.0,297.0,0.0,0.0,0.0
2016,4205191,0.0,240000002356,,2515.0,0.0,9.0,0.0,0.0,0.0
2016,4205209,0.0,240000007138,,3506.0,0.0,215.0,0.0,0.0,0.0
2016,4205308,0.0,240000008530,,6966.0,0.0,374.0,0.0,0.0,0.0
2016,4205357,0.0,240000010915,,1589.0,0.0,141.0,0.0,0.0,1.0
2016,4205407,1.0,240000007989,240000007989,248092.0,222733.0,39255.0,1153.0,0.0,0.0
2016,4205431,0.0,240000007100,,2160.0,0.0,38.0,0.0,0.0,1.0
2016,4205456,0.0,240000003683,,16010.0,0.0,190.0,0.0,0.0,1.0
2016,4205506,0.0,240000009439,,21041.0,0.0,323.0,0.0,0.0,0.0
2016,4205555,0.0,240000010751,,2042.0,0.0,118.0,0.0,0.0,0.0
2016,4205605,0.0,240000008465,,2628.0,0.0,317.0,0.0,0.0,0.0
2016,4205704,0.0,240000008085,,13643.0,0.0,1857.0,0.0,0.0,1.0
2016,4205803,0.0,240000008600,,9076.0,0.0,1347.0,0.0,0.0,0.0
2016,4205902,0.0,240000002503,,35541.0,0.0,4080.0,0.0,0.0,1.0
2016,4206009,0.0,240000006781,,11538.0,0.0,2679.0,0.0,0.0,0.0
2016,4206108,0.0,240000009546,,5242.0,0.0,298.0,0.0,0.0,0.0
2016,4206207,0.0,240000018526,,7574.0,0.0,767.0,0.0,0.0,0.0
2016,4206306,0.0,240000003083,,12697.0,0.0,761.0,0.0,0.0,0.0
2016,4206405,0.0,240000011287,,7595.0,0.0,945.0,0.0,0.0,0.0
2016,4206504,0.0,240000001386,,22745.0,0.0,215.0,0.0,0.0,0.0
2016,4206603,0.0,240000003636,,3415.0,0.0,325.0,0.0,0.0,0.0
